time_second,beat_type,rhythm_label,bad_signal_quality,bad_signal_quality_label
1362.325,N,N,False,
1362.8583333333333,N,N,False,
1363.3944444444444,N,N,False,
1363.9305555555557,N,N,False,
1364.463888888889,N,N,False,
1365.0,N,N,False,
1365.5333333333333,N,N,False,
1366.0694444444443,N,N,False,
1366.6055555555556,N,N,False,
1367.138888888889,N,N,False,
1367.5444444444445,S,N,False,
1368.213888888889,N,N,False,
1368.75,N,N,False,
1369.2833333333333,N,N,False,
1369.8194444444443,N,N,False,
1370.3555555555556,N,N,False,
1370.8944444444444,N,N,False,
1371.4305555555557,N,N,False,
1371.9666666666667,N,N,False,
1372.5027777777777,N,N,False,
1373.0416666666667,N,N,False,
1373.4083333333333,S,N,False,
1374.1166666666666,N,N,False,
1374.6555555555556,N,N,False,
1375.1944444444443,N,N,False,
1375.7333333333333,N,N,False,
1376.2694444444444,N,N,False,
1376.8055555555557,N,N,False,
1377.3444444444444,N,N,False,
1377.8805555555555,N,N,False,
1378.4166666666667,N,N,False,
1378.9555555555555,N,N,False,
1379.3055555555557,S,N,False,
1380.0333333333333,N,N,False,
1380.5722222222223,N,N,False,
1381.1055555555556,N,N,False,
1381.6472222222221,N,N,False,
1382.1833333333334,N,N,False,
1382.7194444444444,N,N,False,
1383.2583333333334,N,N,False,
1383.7944444444445,N,N,False,
1384.3277777777778,N,N,False,
1384.8638888888888,N,N,False,
1385.2527777777777,S,N,False,
1385.9361111111111,N,N,False,
1386.4694444444444,N,N,False,
1387.0055555555555,N,N,False,
1387.5416666666667,N,N,False,
1388.075,N,N,False,
1388.6083333333333,N,N,False,
1389.1444444444444,N,N,False,
1389.6777777777777,N,N,False,
1390.2111111111112,N,N,False,
1390.7444444444445,N,N,False,
1391.2722222222221,N,N,False,
1391.8138888888889,N,N,False,
1392.3444444444444,N,N,False,
1392.6583333333333,S,N,False,
1393.4222222222222,N,N,False,
1393.9555555555555,N,N,False,
1394.4888888888888,N,N,False,
1395.025,N,N,False,
1395.5583333333334,N,N,False,
1396.0944444444444,N,N,False,
1396.6277777777777,N,N,False,
1397.161111111111,N,N,False,
1397.6972222222223,N,N,False,
1398.2333333333333,N,N,False,
1398.5722222222223,S,N,False,
1399.3027777777777,N,N,False,
1399.838888888889,N,N,False,
1400.3722222222223,N,N,False,
1400.9083333333333,N,N,False,
1401.4472222222223,N,N,False,
1401.9805555555556,N,N,False,
1402.513888888889,N,N,False,
1403.05,N,N,False,
1403.5805555555555,N,N,False,
1404.1166666666666,N,N,False,
1404.5722222222223,S,N,False,
1405.1805555555557,N,N,False,
1405.713888888889,N,N,False,
1406.2444444444445,N,N,False,
1406.7777777777778,N,N,False,
1407.3083333333334,N,N,False,
1407.8416666666667,N,N,False,
1408.375,N,N,False,
1408.9055555555556,N,N,False,
1409.4388888888889,N,N,False,
1409.9694444444444,N,N,False,
1410.5,N,N,False,
1411.0333333333333,N,N,False,
1411.5611111111111,N,N,False,
1412.0666666666666,S,N,False,
1412.625,N,N,False,
1413.1555555555556,N,N,False,
1413.6888888888889,N,N,False,
1414.2166666666667,N,N,False,
1414.7472222222223,N,N,False,
1415.2805555555556,N,N,False,
1415.8111111111111,N,N,False,
1416.3416666666667,N,N,False,
1416.875,N,N,False,
1417.4055555555556,N,N,False,
1417.9388888888889,N,N,False,
1418.4666666666667,N,N,False,
1419.0,N,N,False,
1419.5277777777778,N,N,False,
1420.0638888888889,N,N,False,
1420.5944444444444,N,N,False,
1420.9138888888888,S,N,False,
1421.6583333333333,N,N,False,
1422.1916666666666,N,N,False,
1422.725,N,N,False,
1423.2583333333334,N,N,False,
1423.7888888888888,N,N,False,
1424.3222222222223,N,N,False,
1424.85,N,N,False,
1425.3861111111112,N,N,False,
1425.9166666666667,N,N,False,
1426.4472222222223,N,N,False,
1426.9416666666666,S,N,False,
1427.5111111111112,N,N,False,
1428.0444444444445,N,N,False,
1428.575,N,N,False,
1429.1083333333333,N,N,False,
1429.6416666666667,N,N,False,
1430.1722222222222,N,N,False,
1430.7055555555555,N,N,False,
1431.2388888888888,N,N,False,
1431.775,N,N,False,
1432.3083333333334,N,N,False,
1432.8444444444444,N,N,False,
1433.3777777777777,N,N,False,
1433.9083333333333,N,N,False,
1434.4027777777778,S,N,False,
1434.9805555555556,N,N,False,
1435.513888888889,N,N,False,
1436.05,N,N,False,
1436.5861111111112,N,N,False,
1437.1194444444445,N,N,False,
1437.6583333333333,N,N,False,
1438.1916666666666,N,N,False,
1438.7277777777779,N,N,False,
1439.263888888889,N,N,False,
1439.8027777777777,N,N,False,
1440.338888888889,N,N,False,
1440.875,N,N,False,
1441.411111111111,N,N,False,
1441.9166666666667,S,N,False,
1442.486111111111,N,N,False,
1443.0222222222221,N,N,False,
1443.5611111111111,N,N,False,
1444.1,N,N,False,
1444.638888888889,N,N,False,
1445.175,N,N,False,
1445.7166666666667,N,N,False,
1446.2555555555555,N,N,False,
1446.7944444444445,N,N,False,
1447.3361111111112,N,N,False,
1447.875,N,N,False,
1448.4138888888888,N,N,False,
1448.9527777777778,N,N,False,
1449.4888888888888,N,N,False,
1450.0333333333333,N,N,False,
1450.5722222222223,N,N,False,
1450.8944444444444,S,N,False,
1451.6555555555556,N,N,False,
1452.1972222222223,N,N,False,
1452.736111111111,N,N,False,
1453.275,N,N,False,
1453.8166666666666,N,N,False,
1454.3583333333333,N,N,False,
1454.8944444444444,N,N,False,
1455.4333333333334,N,N,False,
1455.975,N,N,False,
1456.5111111111112,N,N,False,
1457.05,N,N,False,
1457.5916666666667,N,N,False,
1458.1305555555555,N,N,False,
1458.4555555555555,S,N,False,
1459.2083333333333,N,N,False,
1459.75,N,N,False,
1460.2888888888888,N,N,False,
1460.8305555555555,N,N,False,
1461.3666666666666,N,N,False,
1461.9083333333333,N,N,False,
1462.4444444444443,N,N,False,
1462.9833333333333,N,N,False,
1463.5222222222221,N,N,False,
1464.0611111111111,N,N,False,
1464.6,N,N,False,
1465.138888888889,N,N,False,
1465.6805555555557,N,N,False,
1466.088888888889,S,N,False,
1466.7583333333334,N,N,False,
1467.2972222222222,N,N,False,
1467.8361111111112,N,N,False,
1468.375,N,N,False,
1468.9166666666667,N,N,False,
1469.4555555555555,N,N,False,
1469.9944444444445,N,N,False,
1470.5333333333333,N,N,False,
1471.0722222222223,N,N,False,
1471.611111111111,N,N,False,
1472.1527777777778,N,N,False,
1472.6916666666666,N,N,False,
1473.2305555555556,N,N,False,
1473.7722222222221,N,N,False,
1474.3111111111111,N,N,False,
1474.85,N,N,False,
1475.2027777777778,S,N,False,
1475.9277777777777,N,N,False,
1476.4722222222222,N,N,False,
1477.0111111111112,N,N,False,
1477.5527777777777,N,N,False,
1478.0944444444444,N,N,False,
1478.6333333333334,N,N,False,
1479.1722222222222,N,N,False,
1479.713888888889,N,N,False,
1480.2527777777777,N,N,False,
1480.7944444444445,N,N,False,
1481.3361111111112,N,N,False,
1481.875,N,N,False,
1482.4138888888888,N,N,False,
1482.9194444444445,S,N,False,
1483.4944444444445,N,N,False,
1484.036111111111,N,N,False,
1484.5777777777778,N,N,False,
1485.1194444444445,N,N,False,
1485.661111111111,N,N,False,
1486.2,N,N,False,
1486.7416666666666,N,N,False,
1487.2833333333333,N,N,False,
1487.825,N,N,False,
1488.3666666666666,N,N,False,
1488.9083333333333,N,N,False,
1489.45,N,N,False,
1489.9888888888888,N,N,False,
1490.5333333333333,N,N,False,
1491.0722222222223,N,N,False,
1491.6166666666666,N,N,False,
1492.1583333333333,N,N,False,
1492.6972222222223,N,N,False,
1493.2416666666666,N,N,False,
1493.5916666666667,S,N,False,
1494.3222222222223,N,N,False,
1494.8666666666666,N,N,False,
1495.4083333333333,N,N,False,
1495.9527777777778,N,N,False,
1496.4944444444445,N,N,False,
1497.036111111111,N,N,False,
1497.575,N,N,False,
1498.1194444444445,N,N,False,
1498.6583333333333,N,N,False,
1499.2027777777778,N,N,False,
1499.7472222222223,N,N,False,
1500.286111111111,N,N,False,
1500.8305555555555,N,N,False,
1501.3722222222223,N,N,False,
1501.9166666666667,N,N,False,
1502.4583333333333,N,N,False,
1502.8861111111112,S,N,False,
1503.5416666666667,N,N,False,
1504.0861111111112,N,N,False,
1504.6305555555555,N,N,False,
1505.1694444444445,N,N,False,
1505.713888888889,N,N,False,
1506.2583333333334,N,N,False,
1506.7972222222222,N,N,False,
1507.3416666666667,N,N,False,
1507.8833333333334,N,N,False,
1508.4222222222222,N,N,False,
1508.9666666666667,N,N,False,
1509.5083333333334,N,N,False,
1510.05,N,N,False,
1510.588888888889,N,N,False,
1511.1305555555555,N,N,False,
1511.6722222222222,N,N,False,
1512.2083333333333,N,N,False,
1512.7472222222223,N,N,False,
1513.2888888888888,N,N,False,
1513.825,N,N,False,
1514.3666666666666,N,N,False,
1514.9055555555556,N,N,False,
1515.25,S,N,False,
1515.9833333333333,N,N,False,
1516.5222222222221,N,N,False,
1517.0611111111111,N,N,False,
1517.6,N,N,False,
1518.138888888889,N,N,False,
1518.675,N,N,False,
1519.2111111111112,N,N,False,
1519.7472222222223,N,N,False,
1520.2833333333333,N,N,False,
1520.8194444444443,N,N,False,
1521.3555555555556,N,N,False,
1521.8916666666667,N,N,False,
1522.425,N,N,False,
1522.9611111111112,N,N,False,
1523.4944444444445,N,N,False,
1524.0305555555556,N,N,False,
1524.5638888888889,N,N,False,
1525.1,N,N,False,
