time_second,beat_type,rhythm_label,bad_signal_quality,bad_signal_quality_label
4547.819444444444,N,N,False,
4548.636111111111,N,N,False,
4549.45,N,N,False,
4550.263888888889,N,N,False,
4551.080555555555,N,N,False,
4551.894444444444,N,N,False,
4552.711111111111,N,N,False,
4553.525,N,N,False,
4554.3388888888885,N,N,False,
4555.147222222222,N,N,False,
4555.955555555555,N,N,False,
4556.766666666666,N,N,False,
4557.577777777778,N,N,False,
4558.391666666666,N,N,False,
4559.197222222222,N,N,False,
4560.002777777778,N,N,False,
4560.808333333333,N,N,False,
4561.611111111111,N,N,False,
4562.416666666667,N,N,False,
4563.222222222223,N,N,False,
4564.022222222222,N,N,False,
4564.822222222222,N,N,False,
4565.625,N,N,False,
4566.427777777778,N,N,False,
4567.233333333334,N,N,False,
4568.038888888889,N,N,False,
4568.844444444445,N,N,False,
4569.65,N,N,False,
4570.455555555555,N,N,False,
4571.258333333333,N,N,False,
4572.063888888889,N,N,False,
4572.8694444444445,N,N,False,
4573.677777777778,N,N,False,
4574.483333333334,N,N,False,
4575.291666666667,N,N,False,
4576.102777777778,N,N,False,
4576.916666666667,N,N,False,
4577.733333333334,N,N,False,
4578.547222222222,N,N,False,
4579.366666666667,N,N,False,
4580.188888888889,N,N,False,
4581.013888888889,N,N,False,
4581.841666666666,N,N,False,
4582.677777777778,N,N,False,
4583.511111111111,N,N,False,
4584.344444444445,N,N,False,
4585.180555555556,N,N,False,
4586.016666666666,N,N,False,
4586.852777777778,N,N,False,
4587.688888888889,N,N,False,
4588.516666666666,N,N,False,
4589.347222222223,N,N,False,
4590.175,N,N,False,
4590.997222222222,N,N,False,
4591.816666666667,N,N,False,
4592.638888888889,N,N,False,
4593.4638888888885,N,N,False,
4594.283333333334,N,N,False,
4595.102777777778,N,N,False,
4595.922222222222,N,N,False,
4596.741666666667,N,N,False,
4597.558333333333,N,N,False,
4598.377777777778,N,N,False,
4599.194444444444,N,N,False,
4600.013888888889,N,N,False,
4600.830555555555,N,N,False,
4601.644444444444,N,N,False,
4602.458333333333,N,N,False,
4603.277777777777,N,N,False,
4603.55,,,True,Start1
4606.480555555556,,Noise,True,
4606.5361111111115,,Noise,True,
4606.977777777778,,Noise,True,
4608.155555555555,,Noise,True,
4609.777777777777,,Noise,True,
4611.108333333334,,Noise,True,
4611.8388888888885,,,True,End1
4612.211111111111,,Noise,False,
4613.019444444444,N,N,False,
4613.827777777778,N,N,False,
4614.6305555555555,N,N,False,
4615.430555555556,N,N,False,
4616.233333333334,N,N,False,
4617.030555555555,N,N,False,
4617.830555555555,N,N,False,
4618.625,N,N,False,
4619.422222222222,N,N,False,
4620.216666666666,,Noise,False,
4620.538888888889,,Noise,True,Start2
4625.819444444444,,Noise,True,
4626.622222222222,,,True,End2
4626.6305555555555,N,N,False,
4627.438888888889,N,N,False,
4628.252777777778,N,N,False,
4629.058333333333,N,N,False,
4629.558333333333,,,True,Start3
4629.861111111111,,Noise,True,
4630.266666666666,,Noise,True,
4630.669444444445,,Noise,True,
4631.475,,Noise,True,
4631.927777777778,,Noise,True,
4632.280555555555,,Noise,True,
4632.402777777777,,Noise,True,
4633.086111111111,,Noise,True,
4633.888888888889,,Noise,True,
4634.691666666667,,Noise,True,
4635.4944444444445,N,N,True,
4635.913888888889,,N,True,End3
4636.302777777778,N,N,False,
4637.102777777778,N,N,False,
4637.913888888889,N,N,False,
4638.725,N,N,False,
4639.533333333334,N,N,False,
4640.3388888888885,N,N,False,
4641.147222222222,N,N,False,
4641.952777777778,N,N,False,
4642.761111111111,N,N,False,
4643.566666666667,N,N,False,
4644.372222222222,N,N,False,
4645.180555555556,N,N,False,
4645.986111111111,N,N,False,
4646.794444444445,N,N,False,
4647.605555555556,N,N,False,
4648.422222222222,N,N,False,
4649.238888888889,N,N,False,
4650.061111111111,N,N,False,
4650.888888888889,N,N,False,
4651.716666666666,N,N,False,
4652.55,N,N,False,
4653.388888888889,N,N,False,
4654.233333333334,N,N,False,
4655.077777777778,N,N,False,
4655.927777777778,N,N,False,
4656.775,N,N,False,
4657.622222222222,N,N,False,
4658.466666666666,N,N,False,
4659.311111111111,N,N,False,
4660.158333333334,N,N,False,
4661.0,N,N,False,
4661.508333333333,,N,True,Start4
4661.844444444445,U,N,True,
4662.683333333333,U,N,True,
4663.522222222222,,Noise,True,
4664.358333333334,,Noise,True,
4665.711111111111,,Noise,True,End4
4666.0361111111115,,Noise,False,
4666.877777777778,U,N,False,
4667.725,U,N,False,
4668.566666666667,N,N,False,
4669.4111111111115,N,N,False,
4670.258333333333,N,N,False,
4671.113888888889,N,N,False,
4671.9638888888885,N,N,False,
4672.813888888889,U,N,False,
4673.252777777778,S,N,False,
4673.7861111111115,,,True,Start5
4674.252777777778,,Noise,True,
4674.8805555555555,,Noise,True,
4675.05,,Noise,True,
4675.580555555555,,Noise,True,
4676.522222222222,,Noise,True,
4676.622222222222,,Noise,True,
4677.208333333333,,Noise,True,
4677.733333333334,,Noise,True,
4677.8694444444445,,,True,End5
4678.311111111111,N,N,False,
4678.875,S,N,False,
4679.608333333334,N,N,False,
4680.566666666667,N,N,False,
4681.5055555555555,N,N,False,
4682.394444444444,,Noise,False,
4682.6305555555555,,Noise,True,Start6
4683.580555555555,,Noise,True,End6
4683.855555555556,,Noise,False,
4684.344444444445,,Noise,False,
4684.908333333334,,,True,Start7
4685.3805555555555,U,AFIB/AFL,True,
4686.030555555555,U,AFIB/AFL,True,
4686.647222222222,U,AFIB/AFL,True,
4687.225,U,AFIB/AFL,True,
4687.669444444445,U,AFIB/AFL,True,
4688.336111111111,U,AFIB/AFL,True,
4688.938888888889,U,AFIB/AFL,True,
4689.363888888889,U,AFIB/AFL,True,
4689.952777777778,U,AFIB/AFL,True,
4690.488888888889,U,AFIB/AFL,True,
4691.116666666667,U,AFIB/AFL,True,
4691.6611111111115,U,AFIB/AFL,True,
4692.102777777778,U,AFIB/AFL,True,
4692.7555555555555,U,AFIB/AFL,True,
4693.327777777778,U,AFIB/AFL,True,
4693.980555555556,U,AFIB/AFL,True,
4694.727777777778,U,AFIB/AFL,True,
4695.252777777778,U,AFIB/AFL,True,
4695.9638888888885,U,AFIB/AFL,True,
4696.675,U,AFIB/AFL,True,
4697.288888888889,U,AFIB/AFL,True,
4697.541666666667,,AFIB/AFL,True,End7
4697.855555555556,S,AFIB/AFL,False,
4698.3805555555555,S,AFIB/AFL,False,
4699.008333333333,S,AFIB/AFL,False,
4699.7555555555555,S,AFIB/AFL,False,
4700.488888888889,S,AFIB/AFL,False,
4700.95,S,AFIB/AFL,False,
4701.722222222223,S,AFIB/AFL,False,
4702.355555555556,S,AFIB/AFL,False,
4702.841666666666,S,AFIB/AFL,False,
4703.430555555556,S,AFIB/AFL,False,
4703.991666666667,S,AFIB/AFL,False,
4704.4638888888885,S,AFIB/AFL,False,
4705.261111111111,S,AFIB/AFL,False,
4705.708333333333,S,AFIB/AFL,False,
4706.205555555555,S,AFIB/AFL,False,
4707.027777777777,S,AFIB/AFL,False,
4707.652777777777,S,AFIB/AFL,False,
4708.302777777778,S,AFIB/AFL,False,
4708.936111111111,S,AFIB/AFL,False,
4709.5055555555555,S,AFIB/AFL,False,
4709.916666666667,S,AFIB/AFL,False,
4710.388888888889,S,AFIB/AFL,False,
4710.916666666667,S,AFIB/AFL,False,
4711.625,S,AFIB/AFL,False,
4712.175,S,AFIB/AFL,False,
4712.636111111111,S,AFIB/AFL,False,
4713.4111111111115,S,AFIB/AFL,False,
4713.988888888889,S,AFIB/AFL,False,
4714.572222222222,S,AFIB/AFL,False,
4715.266666666666,S,AFIB/AFL,False,
4716.025,S,AFIB/AFL,False,
4716.308333333333,,,True,Start8
4716.611111111111,,Noise,True,
4717.219444444445,,Noise,True,
4717.794444444445,,Noise,True,
4718.227777777778,,Noise,True,
4718.991666666667,,Noise,True,
4719.65,,Noise,True,
4720.280555555555,,Noise,True,
4720.697222222222,,Noise,True,
4721.080555555555,,Noise,True,
4721.527777777777,,Noise,True,
4723.0361111111115,,Noise,True,
4724.002777777778,,Noise,True,
4724.308333333333,,,True,End8
4724.672222222222,U,AFIB/AFL,False,
4725.266666666666,S,AFIB/AFL,False,
4726.041666666667,S,AFIB/AFL,False,
4726.497222222222,S,AFIB/AFL,False,
4727.275,S,AFIB/AFL,False,
4727.738888888889,S,AFIB/AFL,False,
4728.247222222222,S,AFIB/AFL,False,
4728.955555555555,S,AFIB/AFL,False,
4729.763888888889,,Noise,False,
4730.061111111111,,,True,Start9
4730.986111111111,,Noise,True,
4731.247222222222,,,True,End9
4731.7555555555555,S,AFIB/AFL,False,
4732.408333333334,S,AFIB/AFL,False,
4732.936111111111,S,AFIB/AFL,False,
4733.819444444444,S,AFIB/AFL,False,
